설립연도,최종업종코드,최종업종차수,업종명,기업규모,상장등록법인,지번주소,24년 총자산,24년 부채,24년 자기자본,24년 차입금회전율,24년 부가가치율,24년 총자산회전율,23년 총자산,23년 부채,23년 자기자본,23년 차입금회전율,23년 부가가치율,23년 총자산회전율,22년 총자산,22년 부채,22년 자기자본,22년 차입금회전율,22년 부가가치율,22년 총자산회전율,21년 총자산,21년 부채,21년 자기자본,21년 차입금회전율,21년 부가가치율,21년 총자산회전율,20년 총자산,20년 부채,20년 자기자본,20년 차입금회전율,20년 부가가치율,20년 총자산회전율,3개년 매출액증가여부
2011,C25***,11,구조용 금속 판제품 및 공작물 제조업,소기업,기타,경기 김포시,60억미만,40억미만,30억미만,3.65,30.5,0.87,50억미만,30억미만,20억미만,5.51,25.7,0.71,50억미만,30억미만,20억미만,4.21,23.5,0.66,40억미만,30억미만,20억미만,3.09,,0.7,40억미만,20억미만,20억미만,3.75,,0.64,부
2009,C28***,11,일반용 전기 조명장치 제조업,소기업,기타,대전광역시 대덕구,90억미만,20억미만,80억미만,6.91,24.1,1.11,80억미만,10억미만,70억미만,34.9,36.1,1.15,70억미만,10억미만,60억미만,34.6,42,1.02,60억미만,20억미만,50억미만,25.1,,1.01,50억미만,10억미만,50억미만,25.5,26.8,0.8,여
2011,C29***,11,산업용 로봇 제조업,소기업,기타,충청남도 천안시,10억미만,10억미만,10억미만,0.26,87.8,9.85,20억미만,20억미만,10억미만,0.11,178,19.1,30억미만,20억미만,10억미만,0,,,30억미만,20억미만,10억미만,0.24,,8.8,30억미만,20억미만,10억미만,1.23,,1.78,부
2012,E38***,11,금속류 해체 및 선별업,중기업,외감법인,경북 칠곡군,130억미만,120억미만,20억미만,3.21,1.48,0.36,140억미만,120억미만,20억미만,5.7,1.08,0.21,140억미만,120억미만,30억미만,7.4,2.74,0.17,110억미만,90억미만,20억미만,8.76,,0.15,160억미만,140억미만,20억미만,3.62,,0.34,부
2012,G46***,11,"신선, 냉동 및 기타 수산물 도매업",소기업,기타,경기도 시흥시,50억미만,30억미만,20억미만,1.58,17.6,1.07,50억미만,30억미만,20억미만,1.57,20.9,1.05,40억미만,30억미만,20억미만,1.92,16,0.88,40억미만,30억미만,20억미만,1.79,,0.92,30억미만,10억미만,20억미만,5.74,,0.51,부
2006,C30***,11,자동차 구조 및 장치 변경 업,중기업,외감법인,경기 용인시,380억미만,360억미만,20억미만,2.74,24.6,0.51,410억미만,400억미만,20억미만,1.79,18.9,0.73,520억미만,450억미만,70억미만,2.32,25,0.59,550억미만,490억미만,60억미만,2.21,,0.62,570억미만,490억미만,80억미만,0.63,,2.25,부
2011,G46***,11,"신선, 냉동 및 기타 수산물 도매업",소기업,기타,서울 송파구,30억미만,20억미만,10억미만,3.56,5.47,0.57,30억미만,20억미만,10억미만,4.44,4.3,0.45,30억미만,20억미만,10억미만,4.69,5.63,0.45,30억미만,20억미만,10억미만,3.48,,0.58,30억미만,20억미만,10억미만,4.5,,0.46,부
2012,G47***,11,전자상거래 소매업,소기업,기타,경기도 성남시,30억미만,20억미만,20억미만,3.43,11.3,0.71,30억미만,20억미만,20억미만,2.74,16.1,0.99,30억미만,20억미만,20억미만,2.8,17,0.92,30억미만,20억미만,20억미만,2.99,,0.83,30억미만,20억미만,10억미만,5.48,,0.61,부
2012,G46***,11,1차 금속제품 도매업,소기업,기타,전북특별자치도,30억미만,30억미만,10억미만,,1.2,0.17,10억미만,10억미만,10억미만,33.8,1.46,0.08,10억미만,10억미만,10억미만,17.1,0.74,0.09,10억미만,10억미만,10억미만,82.8,,0.23,10억미만,10억미만,10억미만,8.43,,0.18,여
2012,G46***,11,육류 도매업,소기업,기타,경기 용인시,10억미만,10억미만,10억미만,5.49,7.89,0.38,10억미만,10억미만,10억미만,5.88,6.97,0.36,10억미만,10억미만,10억미만,6.24,6.01,0.34,10억미만,10억미만,10억미만,6.83,,0.29,10억미만,10억미만,10억미만,7.56,,0.25,부
2010,M71***,11,광고 대행업,소기업,기타,서울특별시 금천구,60억미만,50억미만,20억미만,0.4,43.4,3.14,60억미만,50억미만,20억미만,0.47,53.1,2.75,50억미만,40억미만,20억미만,0.59,34.1,2.23,50억미만,40억미만,20억미만,0.2,,6.37,50억미만,40억미만,20억미만,0.44,,3.09,부
2006,F42***,11,조적 및 석 공사업,소기업,기타,부산 기장군,20억미만,10억미만,10억미만,6.05,52.6,1.12,20억미만,10억미만,10억미만,5.7,35.4,1.15,20억미만,20억미만,10억미만,5.65,71.8,1.52,20억미만,10억미만,10억미만,3.64,,1.61,10억미만,10억미만,10억미만,7.29,41.2,0.76,여
2012,G46***,11,그 외 기타 기계 및 장비 도매업,소기업,기타,경기 평택시,100억미만,60억미만,40억미만,2.99,15.6,0.82,90억미만,60억미만,40억미만,3.12,14.8,0.75,90억미만,60억미만,40억미만,2.53,9.84,0.92,90억미만,60억미만,30억미만,2.23,,0.91,80억미만,60억미만,30억미만,2.84,,0.69,부
2013,C28***,11,기타 절연선 및 케이블 제조업,소기업,기타,충북 음성군,60억미만,40억미만,30억미만,6.36,8.9,0.35,70억미만,50억미만,20억미만,3.58,8.89,0.43,50억미만,40억미만,20억미만,6.66,8.4,0.28,40억미만,30억미만,20억미만,10.4,,0.26,30억미만,20억미만,10억미만,10.6,,0.17,부
2012,C29***,11,가정용 및 산업용 공기 조화장치 제조업,중기업,외감법인,경기도 화성시,150억미만,110억미만,40억미만,3.3,4.93,0.52,160억미만,120억미만,50억미만,3.09,17.9,0.59,160억미만,120억미만,40억미만,2.93,15.7,0.55,160억미만,130억미만,40억미만,1.9,,0.82,160억미만,130억미만,40억미만,1.78,,0.83,부
2012,G45***,11,기타 자동차 신품 부품 및 내장품 판매업,소기업,기타,서울 동대문구,30억미만,10억미만,20억미만,8.18,12.4,0.52,30억미만,10억미만,20억미만,7.04,11.9,0.58,20억미만,10억미만,20억미만,14.3,11.8,0.46,20억미만,10억미만,20억미만,21.1,,0.5,20억미만,10억미만,10억미만,16.9,,0.57,부
2012,G46***,11,육류 도매업,중기업,기타,서울 성동구,60억미만,40억미만,30억미만,8.65,3.86,0.21,60억미만,30억미만,30억미만,7.63,4.58,0.24,50억미만,20억미만,30억미만,14.3,4.29,0.17,50억미만,30억미만,20억미만,14.7,,0.17,40억미만,20억미만,20억미만,11.9,4.81,0.17,부
2008,C13***,11,커튼 및 유사제품 제조업,소기업,기타,대구 달성군,100억미만,70억미만,30억미만,1.13,21,1.59,90억미만,70억미만,30억미만,1.08,19.2,1.53,90억미만,70억미만,30억미만,1.41,14.7,1.17,90억미만,70억미만,20억미만,1.35,,1.14,80억미만,60억미만,20억미만,1.17,,1.36,부
2010,F42***,11,"도배, 실내장식 및 내장 목공사업",중기업,기타,서울특별시 강남구,90억미만,40억미만,50억미만,4.1,25.1,0.71,50억미만,10억미만,50억미만,33,23.9,0.57,60억미만,20억미만,40억미만,54.8,17.4,0.23,40억미만,20억미만,30억미만,13.9,,0.21,70억미만,50억미만,20억미만,1.28,24.7,1.15,부
2010,C28***,11,일반용 전기 조명장치 제조업,소기업,기타,경기도 오산시,140억미만,80억미만,70억미만,1.16,27.7,1.83,90억미만,40억미만,60억미만,1.99,30.3,1.36,80억미만,30억미만,50억미만,1.74,36.7,1.47,70억미만,30억미만,40억미만,1.63,,1.54,50억미만,20억미만,30억미만,2.23,19.3,1.11,여
2012,C28***,11,기타 가정용 전기기기 제조업,소기업,기타,경기도 포천시,120억미만,70억미만,50억미만,2.15,17.1,0.99,110억미만,70억미만,50억미만,1.58,21.9,1.29,110억미만,70억미만,40억미만,0.92,31,2,100억미만,70억미만,40억미만,0.95,,1.83,100억미만,60억미만,40억미만,0.98,24.1,1.81,여
2011,C25***,11,자동차용 금속 압형제품 제조업,소기업,기타,광주 광산구,80억미만,50억미만,40억미만,1.44,14.8,1.3,80억미만,50억미만,40억미만,1.42,13.4,1.25,80억미만,50억미만,40억미만,1.45,14.2,1.24,60억미만,50억미만,20억미만,1,,1.34,50억미만,40억미만,20억미만,1.25,,1.19,여
2006,G46***,11,"섬유, 의복, 신발 및 가죽제품 중개업",소기업,기타,서울특별시 중랑구,90억미만,60억미만,30억미만,2.95,16.7,0.58,80억미만,60억미만,30억미만,3.17,16.1,0.56,70억미만,50억미만,30억미만,4.65,13.9,0.54,50억미만,30억미만,20억미만,3.66,,0.72,40억미만,20억미만,20억미만,4.75,,0.55,여
2013,G46***,11,재생용 재료 수집 및 판매업,중기업,기타,경상남도 진주시,60억미만,40억미만,30억미만,4.81,6.11,0.36,60억미만,40억미만,30억미만,5.38,4.51,0.31,50억미만,30억미만,30억미만,8.15,5.02,0.22,60억미만,40억미만,20억미만,7.47,,0.22,50억미만,40억미만,20억미만,3.21,,0.5,부
2012,C25***,11,볼트 및 너트류 제조업,소기업,기타,경상남도 양산시,210억미만,150억미만,60억미만,0.68,44.2,2.59,150억미만,110억미만,50억미만,0.78,38.4,2.02,110억미만,70억미만,50억미만,1.04,37.1,1.7,100억미만,70억미만,40억미만,1.04,,1.79,100억미만,70억미만,40억미만,1.01,,1.91,여
2008,C31***,11,선박 구성 부분품 제조업,중기업,외감법인,부산광역시 서구,680억미만,550억미만,140억미만,2.33,27.3,0.71,430억미만,330억미만,100억미만,3.61,19.6,0.61,330억미만,260억미만,80억미만,5.8,10.6,0.51,270억미만,200억미만,80억미만,0.8,,2.67,110억미만,130억미만,-10억미만,0.71,,1.28,여
2009,F42***,11,건물용 기계 및 장비 설치 공사업,소기업,기타,충남 보령시,20억미만,10억미만,20억미만,83.2,34.3,0.7,20억미만,10억미만,20억미만,46.1,38.8,0.84,20억미만,10억미만,20억미만,33,47.3,0.98,20억미만,10억미만,10억미만,29.8,28.1,0.72,10억미만,10억미만,10억미만,25.4,46.8,1.23,여
2007,M72***,11,건물 및 토목 엔지니어링 서비스업,중기업,기타,경기도 광명시,50억미만,20억미만,30억미만,5.34,49.1,0.66,40억미만,20억미만,30억미만,4.89,55.4,0.76,50억미만,20억미만,30억미만,6.06,52.8,0.81,30억미만,10억미만,20억미만,9.48,,0.66,30억미만,20억미만,20억미만,7.28,,0.7,여
2012,G46***,11,남녀용 겉옷 및 셔츠 도매업,중기업,기타,경기 용인시,80억미만,70억미만,20억미만,1.57,5.58,0.86,80억미만,60억미만,20억미만,1.32,17.9,1.06,80억미만,60억미만,20억미만,1.45,17.7,1.01,80억미만,60억미만,20억미만,2.18,17.1,0.85,70억미만,50억미만,20억미만,3.15,7.78,0.62,여
2009,G46***,11,의약품 도매업,한시성중소기업,외감법인,경기도 안양시,300억미만,230억미만,70억미만,30,2.69,0.18,250억미만,190억미만,60억미만,25.8,2.73,0.16,310억미만,250억미만,60억미만,21.1,2.88,0.22,200억미만,160억미만,50억미만,30,,0.21,200억미만,160억미만,50억미만,44.6,,0.27,여
2006,G46***,11,의료용품 도매업,소기업,기타,경기도 광명시,180억미만,150억미만,30억미만,2.83,10.5,0.59,160억미만,120억미만,40억미만,3.69,11,0.58,160억미만,120억미만,40억미만,3.63,13.3,0.58,150억미만,100억미만,50억미만,3.59,,0.57,100억미만,50억미만,50억미만,10.4,9.1,0.4,여
2011,E38***,11,"지정 외 폐기물 수집, 운반업",소기업,기타,경기도 시흥시,100억미만,50억미만,60억미만,6.76,24.4,0.49,80억미만,50억미만,40억미만,3.97,20.9,0.53,80억미만,50억미만,30억미만,4.59,16.9,0.42,70억미만,50억미만,30억미만,4.05,,0.45,80억미만,60억미만,20억미만,4.03,,0.5,부
2012,G46***,11,1차 금속제품 도매업,중기업,기타,부산광역시 강서구,80억미만,60억미만,20억미만,5.85,6.06,0.29,80억미만,70억미만,20억미만,7.8,4.88,0.3,50억미만,40억미만,20억미만,10.2,3.54,0.18,50억미만,40억미만,20억미만,11.2,,0.19,40억미만,30억미만,10억미만,5.4,,0.37,부
2011,G46***,11,유리 및 창호 도매업,중기업,기타,경기도 파주시,120억미만,70억미만,50억미만,8.9,8.54,0.3,110억미만,70억미만,50억미만,6.15,12.9,0.34,100억미만,60억미만,40억미만,8.22,13.5,0.32,90억미만,60억미만,30억미만,5.04,,0.4,70억미만,40억미만,30억미만,8.67,,0.35,여
2010,C18***,11,경 인쇄업,소기업,기타,광주 광산구,100억미만,80억미만,30억미만,0.81,36.3,1.39,70억미만,50억미만,30억미만,1.73,35.3,0.91,90억미만,70억미만,30억미만,1.61,32,1.01,70억미만,60억미만,20억미만,1.28,,1.29,50억미만,40억미만,20억미만,1.3,,1.49,부
2012,G46***,11,기타 신선식품 및 단순 가공식품 도매업,소기업,기타,경기 용인시,30억미만,20억미만,20억미만,6.36,12.5,0.51,30억미만,20억미만,20억미만,7.28,11.5,0.46,30억미만,20억미만,20억미만,7.03,10.5,0.45,30억미만,20억미만,20억미만,6.4,,0.46,30억미만,20억미만,20억미만,5.95,,0.48,부
2011,I56***,11,한식 육류요리 전문점,소기업,기타,서울특별시 용산구,40억미만,30억미만,10억미만,7.22,38.4,0.56,40억미만,30억미만,10억미만,2.76,30.3,0.72,20억미만,20억미만,10억미만,5.12,26.7,0.45,10억미만,10억미만,10억미만,6.72,,0.46,10억미만,10억미만,10억미만,2.8,,0.81,여
2010,C33***,11,전시용 모형 제조업,소기업,기타,경기도 화성시,90억미만,50억미만,50억미만,0.89,60.9,2.59,90억미만,40억미만,50억미만,0.78,61.1,2.86,80억미만,40억미만,50억미만,0.87,57.7,2.7,80억미만,40억미만,50억미만,0.61,,3.83,80억미만,30억미만,50억미만,1.88,,1.55,부
2013,G46***,11,기타 가공식품 도매업,소기업,기타,경기도 고양시,40억미만,20억미만,30억미만,46.5,19.8,0.42,30억미만,20억미만,20억미만,34.2,24,0.5,30억미만,20억미만,10억미만,27.2,10.4,0.42,30억미만,20억미만,10억미만,6.62,14.5,0.88,20억미만,20억미만,10억미만,2.36,32.1,2.05,여
2005,F42***,11,일반전기 공사업,소기업,기타,충청남도 천안시,30억미만,20억미만,20억미만,0.73,37.5,3.29,30억미만,10억미만,20억미만,0.65,37.5,3.52,30억미만,10억미만,20억미만,0.04,125,47.4,30억미만,20억미만,20억미만,0.19,,11.6,30억미만,20억미만,20억미만,0.47,53.2,4.75,여
2009,F41***,11,조경 건설업,소기업,기타,경기도 하남시,30억미만,20억미만,20억미만,130,19.6,0.22,40억미만,20억미만,20억미만,102,20.9,0.33,20억미만,10억미만,20억미만,41.9,26,0.41,20억미만,10억미만,20억미만,31,,0.49,20억미만,10억미만,20억미만,28.6,,0.46,여
2012,C13***,11,화학섬유직물 직조업,소기업,기타,경기도 양주시,80억미만,50억미만,40억미만,5.64,8.17,0.54,70억미만,40억미만,40억미만,4.53,9.34,0.58,70억미만,40억미만,40억미만,2.64,28.3,1.09,100억미만,80억미만,30억미만,0.75,,1.86,100억미만,70억미만,30억미만,0.93,,1.53,여
2009,J62***,11,컴퓨터시스템 통합 자문 및 구축 서비스업,중기업,기타,서울특별시 영등포구,80억미만,50억미만,40억미만,6.5,11.3,0.62,80억미만,50억미만,40억미만,3.48,18,0.86,80억미만,50억미만,40억미만,4.03,13.8,0.76,80억미만,40억미만,40억미만,3.76,,1.08,80억미만,40억미만,40억미만,5.02,18.2,0.79,부
2011,H52***,11,"화물운송 중개, 대리 및 관련 서비스업",소기업,기타,강원특별자치도 춘천시,20억미만,20억미만,10억미만,2.64,6.75,0.54,20억미만,20억미만,10억미만,3.17,3.05,0.57,20억미만,20억미만,10억미만,5.71,4.43,0.35,20억미만,20억미만,10억미만,4.16,,0.65,10억미만,10억미만,10억미만,1.37,8.18,1.02,부
2001,N74***,11,사업시설 유지ㆍ관리 서비스업,중기업,기타,경기 용인시,50억미만,30억미만,20억미만,12.7,81.4,0.48,40억미만,20억미만,20억미만,10.2,80.2,0.49,50억미만,30억미만,20억미만,8.78,76.9,0.58,40억미만,20억미만,20억미만,7.9,,0.59,40억미만,20억미만,20억미만,6.55,,0.61,여
2012,C10***,11,육류 포장육 및 냉동육 가공업 (가금류 제외),소기업,외감법인,경기도 광주시,330억미만,250억미만,80억미만,6.13,3.71,0.23,290억미만,180억미만,110억미만,6.12,8.59,0.29,260억미만,180억미만,90억미만,4.47,6.9,0.39,210억미만,160억미만,60억미만,3.19,,0.51,120억미만,80억미만,50억미만,5.94,21.1,0.39,여
2011,G46***,11,의약품 도매업,소기업,기타,광주 남구,80억미만,20억미만,60억미만,17.4,6.4,0.84,80억미만,20억미만,60억미만,19.1,8.22,0.76,90억미만,40억미만,60억미만,12.2,9.3,0.93,90억미만,40억미만,60억미만,12.5,,0.86,90억미만,40억미만,60억미만,14,,0.71,부
2012,G46***,11,플라스틱물질 및 합성고무 도매업,소기업,기타,서울 영등포구,30억미만,20억미만,20억미만,30.5,4.38,0.2,30억미만,20억미만,20억미만,222,4.31,0.18,30억미만,20억미만,10억미만,65.9,4.34,0.22,20억미만,20억미만,10억미만,23.5,5.46,0.31,20억미만,10억미만,10억미만,45.3,,0.29,여
2011,G46***,11,화장품 및 화장용품 도매업,소기업,등록법인,서울특별시 양천구,90억미만,50억미만,40억미만,2.84,10.2,0.84,70억미만,40억미만,40억미만,4.14,13,0.67,60억미만,40억미만,30억미만,5.25,11.9,0.58,60억미만,40억미만,20억미만,3.96,,0.62,30억미만,20억미만,20억미만,69.6,,0.35,부
2012,J62***,11,컴퓨터 프로그래밍 서비스업,소기업,기타,경상남도 김해시,20억미만,10억미만,10억미만,1.22,42,1.4,20억미만,20억미만,10억미만,1.28,36.4,1.34,20억미만,10억미만,10억미만,2.25,43.6,1,10억미만,10억미만,10억미만,2.35,,0.91,10억미만,10억미만,10억미만,1.55,,1.5,부
2010,C10***,11,육류 포장육 및 냉동육 가공업 (가금류 제외),소기업,기타,경기도 파주시,30억미만,20억미만,10억미만,3.88,8.85,0.48,30억미만,20억미만,10억미만,2.79,8.54,0.53,30억미만,20억미만,10억미만,2.31,11.3,0.64,30억미만,20억미만,10억미만,2.36,8.19,0.62,20억미만,10억미만,10억미만,4.05,10.5,0.46,여
2012,G46***,11,통신ㆍ방송장비 및 부품 도매업,중기업,기타,경기도 의정부시,70억미만,60억미만,20억미만,20.5,5.56,0.21,60억미만,50억미만,20억미만,21.2,6.3,0.2,60억미만,50억미만,10억미만,16.8,5.99,0.19,60억미만,50억미만,10억미만,14.9,,0.19,50억미만,40억미만,10억미만,24.8,,0.17,부
2012,G46***,11,1차 금속제품 도매업,소기업,기타,경남 김해시,60억미만,30억미만,30억미만,6.37,10,0.57,60억미만,30억미만,30억미만,7.26,10,0.48,60억미만,40억미만,30억미만,6.71,9.36,0.4,70억미만,40억미만,30억미만,6.7,,0.4,60억미만,40억미만,20억미만,4.09,8.87,0.56,부
